# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed May 18 06:20:08 EDT 2022 [seed=1652869207600]
# -overwrite All_clades.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate3	coordinates.diffusionRate16	coordinates.diffusionRate17	coordinates.diffusionRate49	coordinates.diffusionRate64	coordinates.diffusionRate100	coordinates.diffusionRate173	coordinates.diffusionRate253	coordinates.diffusionRate340	coordinates.diffusionRate352	coordinates.diffusionRate428	coordinates.diffusionRate440	coordinates.diffusionRate457	coordinates.diffusionRate465	coordinates.diffusionRate478	coordinates.diffusionRate482	coordinates.diffusionRate527	coordinates.diffusionRate603	coordinates.diffusionRate628	coordinates.diffusionRate663	coordinates.diffusionRate690	coordinates.diffusionRate718	coordinates.traitLikelihood3	coordinates.traitLikelihood16	coordinates.traitLikelihood17	coordinates.traitLikelihood49	coordinates.traitLikelihood64	coordinates.traitLikelihood100	coordinates.traitLikelihood173	coordinates.traitLikelihood253	coordinates.traitLikelihood340	coordinates.traitLikelihood352	coordinates.traitLikelihood428	coordinates.traitLikelihood440	coordinates.traitLikelihood457	coordinates.traitLikelihood465	coordinates.traitLikelihood478	coordinates.traitLikelihood482	coordinates.traitLikelihood527	coordinates.traitLikelihood603	coordinates.traitLikelihood628	coordinates.traitLikelihood663	coordinates.traitLikelihood690	coordinates.traitLikelihood718
140000	-534.7845693487199	-335.8636584887364	-198.92091085998345	4.486360410028719	0.418124272847611	0.418124272847611	9.630239642868936	-0.06361210290982293	0.22380345058294676	-0.009717064009416822	-0.009717064009416822	0.10426146986556521	278.69464754508283	292.35282680602086	275.2027675929703	437.7782369710895	266.86838916630813	326.6695265694656	1233.0568811108499	5227.562131047783	170.12360588087608	249.55941259429105	204.0651977427372	119.48533100862488	93.08662818064134	118.49022248281268	577.061720077178	706.0658590782587	181.03343660889098	558.9268360417652	621.8362588167766	577.8095798280259	165.05078854115322	210.26034837845188	-11.757520184018174	-12.754278140550696	-14.056558588955692	-7.286326409392558	-6.6226997352702766	-11.786899438926147	-9.330879401163397	-10.59400762119484	-15.439023306299978	1.836489009062916	-15.245671995841215	-7.253118306148058	22.461763496351075	-9.758302186436117	-11.512793769123894	-13.239588356924163	-19.299521575153022	-14.988691167860388	-11.128378654634455	-11.917983791623545	-5.151505036464442	-4.09541569941638
150000	-573.8758566442691	-381.2328249542156	-192.6430316900535	3.5016815311621716	1.498666316346273	1.498666316346273	7.47237711849575	-0.2929794993792437	0.3123918598081771	-0.06265357735177166	-0.06265357735177166	0.14639207692931672	277.6625910696487	132.69891838721983	333.26840239825174	273.6123906958548	253.96577068405128	342.1914355731344	500.24540802866704	2350.8177650087882	137.3392010316757	239.148358136589	173.76497043613168	180.46492806406215	78.61185238957319	265.16455101370593	542.7993141630284	1510.3922082426077	392.38633882348734	442.2921837448928	551.9947635575016	245.25474358874075	166.06641147928036	170.28060384974054	-10.84074641754628	-11.403425809428416	-13.622311853827501	-9.852991877959635	-6.30977244441479	-13.609303141659238	-8.404626856449044	-7.303589107849556	-10.421629274964815	2.0846782399116037	-11.465471947912244	-9.721423059124774	24.699299239607768	-12.748854777787185	-12.787816673264373	-15.30700833432787	-15.063651871798823	-16.02952137822486	-12.315017029814328	-11.888734047202721	-2.5533243480437164	-7.777788917972696
160000	-614.7065683447588	-371.34913530791175	-243.35743303684706	1.885038270923218	0.5487866121808048	0.5487866121808048	3.982471227177637	-0.20029361212659155	0.5526647536615392	-0.07615749129934062	-0.0761574912993406	0.26159491235814153	446.31133246305563	600.0872118723544	353.61909782402245	213.1319663074551	229.42603183465434	1223.8873840721005	1012.7307748475104	2880.4065698917543	257.19526371928515	265.705126796389	265.80757493310887	170.27141609053857	105.38107197658523	195.07884286906332	638.7817783373941	735.2459844502293	226.541403975715	518.2194846199294	1154.5572857163693	1337.5434203759667	156.36441888000272	234.7129789021684	-12.954067293835777	-11.870586932803285	-12.082547708004853	-9.65859719138085	-8.33787545358881	-14.35093204579258	-11.04228666293984	-10.813736603283685	-16.749444882560915	-3.116952121862127	-16.047754857691427	-11.377792759631383	16.211120345883003	-15.46501205418469	-14.57767054909269	-14.661268324744706	-15.056186917996598	-14.863697691107228	-14.472544176912164	-15.45605029548023	-7.242953299089113	-9.370595560747123
170000	-637.5979036486686	-360.27398856167906	-277.3239150869896	3.1994596814502567	-2.518794903551878	-2.518794903551878	3.1796005019730007	0.7897110349101257	0.8304700194892289	0.6578762493414215	0.6578762493414215	0.8356569771454764	307.1645260778855	106.1047721271151	518.5772415541811	352.2850829276547	275.3685108229927	1632.7716027002089	872.77953326768	5865.066432772919	175.19030210370363	338.0442754444217	196.07705581492516	157.59979230650652	125.73537818914465	410.7696910519993	1301.4228598188595	1743.5507738138326	284.74774907234	527.1763054959106	475.2315021449586	1125.3321106762799	210.72873507413402	489.75290603502407	-15.03527729288998	-13.245614035794189	-15.042882507254777	-9.263107389443825	-13.354748321023859	-15.998018439611176	-11.21396737273991	-12.661461287602846	-12.329537014728926	-4.780161196220639	-15.110739145124242	-17.885672913352757	7.506216862785109	-17.265006840002272	-16.396165285202528	-14.729928064793159	-16.020410821261898	-20.354362598145464	-13.347368581512665	-16.44560434688939	-8.030863713127019	-6.319234783053233
180000	-567.2078859266599	-341.3628340443861	-225.84505188227374	13.7515245885173	2.9064703058521864	2.9064703058521864	1.6269150794431217	-0.6144803835683986	0.11683417507959636	-0.20872328547954436	-0.20872328547954438	0.9875426515415577	210.33252715166788	161.7451186496013	763.9121929441463	239.67367040523382	315.39895394164375	406.3278746679858	1031.6641453059724	1894.0158604113008	140.66968680545085	251.6516700726566	159.1586646724209	237.28433285212887	103.0991176401365	343.10114712883006	777.0985849121174	722.3736872556793	244.3651787121436	398.210616633293	237.34918386893847	441.2305441759631	177.59614945331927	330.94769930323196	-12.305964657650062	-12.21064974028469	-14.266629408579352	-10.164736578316473	-11.764812141597158	-15.597296527926503	-9.003974160704846	-9.208391361320755	-12.824867941159267	-0.33436739635007484	-11.01202212612275	-13.574480850854197	17.568359418533806	-13.071401263477027	-14.284193246082515	-14.327111811325082	-13.207312028342908	-16.478045693294206	-12.849252381975075	-13.982097724120841	-4.796032146529836	-8.149772114793937
190000	-562.9962943645224	-334.4590423022161	-228.53725206230635	6.402640637870181	-3.1747667315907986	-3.1747667315907986	3.012462533421635	0.7228886902726956	0.32713680070921336	0.3447621406235415	0.3447621406235415	0.6952914272379729	144.65648102754668	673.8470903851476	237.53435243756672	314.5647741886669	94.14743553063539	449.62869467833747	958.4203576467869	1591.4536089153578	101.63363332089347	248.80619223565873	257.94307289732893	130.5281864742941	111.4990210421382	369.84787020706665	1086.5443207979708	1326.7074004023905	839.2597981304345	537.8372080130104	304.65447459749174	885.229165946294	169.11820651766934	265.6088201577572	-11.133375031315094	-13.645199379894503	-11.142632506337007	-10.061374576304363	-10.30054981822687	-12.02044521589366	-10.241840672979329	-11.422668961920321	-12.084944302241881	8.681650997593213	-13.59287103708649	-12.108076663928433	15.392088031113374	-16.66985496407949	-17.145874516812878	-15.62416848436758	-16.079249154064133	-18.520849618545714	-13.067550700233513	-13.988546608288065	-8.841902808527678	-4.919016069965929
200000	-636.3937241435315	-321.59357853928566	-314.80014560424576	0.7392339586313301	-0.4526175350067511	-0.4526175350067511	5.006205636949025	0.2352805778267172	1.4320242002839667	0.12947116251452195	0.12947116251452195	0.2114577376963152	379.3546147354965	430.14177730254784	1734.824334029562	989.9293054298304	734.1683604198281	465.2899443796658	1769.9215404562945	3393.738950659962	336.155362585146	276.4440835862066	211.83921028712984	227.3345204128672	109.4802480308919	637.6999456654565	827.5068481799045	2873.2317196679974	474.99842778227634	624.7927572289069	517.5042209173346	1053.6494579215785	320.79257944014375	204.0793310620032	-13.329507249944562	-14.75178522290592	-17.336146249960322	-15.24168163544867	-11.66590092529098	-13.92162011366366	-17.14723297195687	-11.81215114396726	-16.56456760424326	-15.39950582975219	-18.612292482848826	-19.540834483183176	11.123306384628055	-16.651425249649296	-17.10416563773343	-17.739751957198663	-16.966127808448128	-17.84809732712948	-14.087705699320415	-17.38402558890324	-12.210970881207775	-10.607955926117635
210000	-688.5901602230651	-369.93094161718625	-318.65921860587883	8.425653548024222	7.046191597413264	7.046191597413264	7.118964549982118	-0.9097964423947995	0.6889467505901202	-0.6819040565506778	-0.6819040565506778	0.8154032223020392	131.99204959405105	346.48751320498496	447.45604799426457	794.9674146241094	502.9951120046753	265.0539197492042	466.8490139708353	4688.044791208416	210.82273562347515	248.66090964181768	405.1031457543083	142.2623162573573	88.44244173698416	287.0042659633174	923.0073681452092	546.6954750382624	238.42276550661987	416.5730901314268	1188.8412794137348	1331.927848220997	176.16248582472343	284.0086223157635	-13.280907381319187	-11.14409804612523	-13.022046712325302	-12.105420442632456	-10.140464153356735	-24.77891327519228	-10.60883648409764	-11.316612040536171	-15.689063030150706	-36.97778165770667	-16.940471899139574	-13.35778941060619	13.913201772198633	-15.75688042263184	-16.877484594726003	-18.247157820256355	-21.028558825056585	-20.721156108357793	-10.223677076540907	-15.109687275345939	-16.24943360019588	-8.995980121778008
220000	-598.8447105071625	-371.82826592677185	-227.0164445803907	5.9796574711100074	-1.3463955637828233	-1.3463955637828233	1.6639015347775412	0.42684549995832416	0.20449139436693856	0.16547031206640495	0.16547031206640495	0.7348923410107018	145.29492075316963	80.19499683213856	402.35296272234336	230.32689621169717	265.4230089439027	1476.7082958742196	1639.6137764292728	6622.147512587179	524.530372528959	238.71978874449385	253.61499120405534	109.97717910371217	103.78396494395403	217.7652184422274	619.9814207502153	1189.9310298622465	339.2207180060418	357.77426659314386	353.41850392913017	848.0775068256069	414.82154788834606	227.09891788378317	-14.685544470027704	-11.419657077095591	-10.721839199594582	-10.607388268452027	-14.226989397923864	-14.227834055889197	-12.960535554362792	-14.40036219216006	-16.813094513586037	18.73702908582576	-11.809031221370226	-9.193710735925642	16.935515550955206	-14.626381061854826	-14.7451289334417	-13.571571731594155	-15.44588385413155	-16.12848605372363	-13.043522368185478	-17.222028606889626	-10.005045390547014	-6.834954530415931
230000	-548.7355500073757	-348.32468003414334	-200.41086997323234	4.934346432017645	-0.7814124285995427	-0.7814124285995427	3.5800140523586697	0.1859187240599471	0.20991702880726784	0.0458187517941769	0.04581875179417691	0.2893294068028741	254.53599998901947	87.34037897293346	266.1990795130146	484.4206486964236	469.8330563828636	337.6780193613893	658.6133985054244	2225.3320629073232	136.76672564000265	238.5370366465398	187.6633719403807	108.51148636271589	94.04715081222591	340.37598207256485	934.3120770035887	1591.194538437479	260.7185677779041	330.9305735741086	473.03682000470417	389.05545719701126	161.0619679784465	190.04218997767063	-17.550618757058253	-10.15806290405689	-11.380294796577747	-10.160967865178101	-11.37248569870422	-11.634847332355086	-8.034822112319544	-12.144232348157786	-11.921262841630025	13.11441026375579	-11.449209476504924	-10.331949374136215	17.42189256904516	-15.344669548893016	-14.382788897004772	-13.156550812551245	-12.682924275246133	-12.971000969378712	-12.06058697074858	-13.890258846115055	-5.290383612771871	-5.029255366645099
240000	-540.4177611224202	-377.0455743801787	-163.3721867422414	8.331324174536908	0.16819752787488396	0.16819752787488396	9.110338051738717	-0.019306135301924657	0.12007369355460404	-0.0022168330421982905	-0.0022168330421982905	0.10980633870622254	148.0969057473648	120.41955214398826	226.77123634841894	349.99036089827956	176.26124284719594	481.5022931370472	436.27426776166635	1330.7965074857188	89.6444984425391	213.99749170017606	175.17136305488327	99.8870573335013	75.14916933821274	117.31809514714429	813.3564372908331	686.7179736407855	226.15327094137456	269.26686520512044	715.293438357054	376.4173108741748	282.51892265312824	178.2646701738501	-10.735017122440649	-7.7815398563133105	-10.064113380210259	-6.693819463323137	-8.683988159589603	-11.68375097151005	-4.804616707495358	-6.726975189744686	-10.849140600635215	-1.4224647562249473	-14.176641352742038	-8.15709298847262	31.04968363722218	-10.407392601304624	-12.012063905622169	-13.539208933253153	-15.85535976773086	-12.080182358128148	-9.866120752921809	-11.472047604799416	-2.979063127930475	-4.431270779071074
