# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Jul 12 13:07:51 CEST 2022 [seed=1657624070736]
# -overwrite All_clades.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate28	coordinates.diffusionRate89	coordinates.diffusionRate128	coordinates.diffusionRate150	coordinates.diffusionRate157	coordinates.diffusionRate233	coordinates.diffusionRate290	coordinates.diffusionRate292	coordinates.diffusionRate293	coordinates.diffusionRate294	coordinates.diffusionRate296	coordinates.diffusionRate314	coordinates.diffusionRate363	coordinates.diffusionRate423	coordinates.diffusionRate521	coordinates.diffusionRate615	coordinates.diffusionRate642	coordinates.diffusionRate647	coordinates.diffusionRate837	coordinates.diffusionRate957	coordinates.diffusionRate1036	coordinates.diffusionRate1047	coordinates.diffusionRate1060	coordinates.diffusionRate1061	coordinates.diffusionRate1072	coordinates.diffusionRate1073	coordinates.diffusionRate1091	coordinates.diffusionRate1128	coordinates.diffusionRate1158	coordinates.diffusionRate1274	coordinates.diffusionRate1275	coordinates.diffusionRate1286	coordinates.diffusionRate1300	coordinates.diffusionRate1345	coordinates.diffusionRate1356	coordinates.diffusionRate1420	coordinates.diffusionRate1433	coordinates.diffusionRate1448	coordinates.diffusionRate1518	coordinates.diffusionRate1571	coordinates.diffusionRate1578	coordinates.diffusionRate1581	coordinates.diffusionRate1627	coordinates.diffusionRate1723	coordinates.diffusionRate1784	coordinates.diffusionRate1926	coordinates.diffusionRate2037	coordinates.diffusionRate2072	coordinates.diffusionRate2135	coordinates.traitLikelihood28	coordinates.traitLikelihood89	coordinates.traitLikelihood128	coordinates.traitLikelihood150	coordinates.traitLikelihood157	coordinates.traitLikelihood233	coordinates.traitLikelihood290	coordinates.traitLikelihood292	coordinates.traitLikelihood293	coordinates.traitLikelihood294	coordinates.traitLikelihood296	coordinates.traitLikelihood314	coordinates.traitLikelihood363	coordinates.traitLikelihood423	coordinates.traitLikelihood521	coordinates.traitLikelihood615	coordinates.traitLikelihood642	coordinates.traitLikelihood647	coordinates.traitLikelihood837	coordinates.traitLikelihood957	coordinates.traitLikelihood1036	coordinates.traitLikelihood1047	coordinates.traitLikelihood1060	coordinates.traitLikelihood1061	coordinates.traitLikelihood1072	coordinates.traitLikelihood1073	coordinates.traitLikelihood1091	coordinates.traitLikelihood1128	coordinates.traitLikelihood1158	coordinates.traitLikelihood1274	coordinates.traitLikelihood1275	coordinates.traitLikelihood1286	coordinates.traitLikelihood1300	coordinates.traitLikelihood1345	coordinates.traitLikelihood1356	coordinates.traitLikelihood1420	coordinates.traitLikelihood1433	coordinates.traitLikelihood1448	coordinates.traitLikelihood1518	coordinates.traitLikelihood1571	coordinates.traitLikelihood1578	coordinates.traitLikelihood1581	coordinates.traitLikelihood1627	coordinates.traitLikelihood1723	coordinates.traitLikelihood1784	coordinates.traitLikelihood1926	coordinates.traitLikelihood2037	coordinates.traitLikelihood2072	coordinates.traitLikelihood2135
4200000	-1151.1830657921128	-647.1041695518315	-504.0788962402811	3.322021798765733	0.4128859741589902	0.4128859741589902	6.856229011496573	-0.08651396835328319	0.30329154064708935	-0.018264387464928106	-0.018264387464928106	0.14695266271319438	2448.342742953143	5071.59239904956	166.1270237837964	251.9439876684819	237.4849730231421	3210.042509986942	112.24610795347627	431.2299798346386	5908.382113425729	8025.706246930832	386.89341359273027	1675.9519239353947	3839.6508727817845	426.92494618255535	429.2978041387914	546.7386149050405	3353.219775490819	16237.436926998402	1999.1085612854192	15071.479278776329	655.8842818947685	215.91474828493887	2629.4014886838904	3920.521827680919	482.3801466495527	350.5694585176997	115.84265314361389	1178.8940165726285	55262.664703185554	3294.7505266237567	2423.597506761694	2648.0461735219997	1875.3024839349118	6239.276803955593	395.0355374786704	197.07174501569637	355.93346434890265	557.3256933579859	563.5821194527228	206.83001743274272	3113.9609130705016	2586.3595593132354	465.22177178551374	1691.662779648087	790.0516765041044	233.6553320483406	8004.980093125711	351.20930810298836	9928.132158799786	-13.186841106147465	-8.011190570292767	-10.149433347743841	-15.836242953545167	-13.94335860148927	-6.756315946173189	-12.628545408056773	29.5645309786675	-10.292195976826978	-11.386231897120187	-14.383379213444421	-9.865165787044713	-11.8587948376942	-10.020197899026565	-11.869240284326839	2.5469014825004948	-12.098424989936655	-12.086033399617767	-9.8104333415551	-11.87345124885516	-11.763265494984184	-13.059416272751823	-8.11283084796209	-12.62240887140681	-13.050152732133366	-9.236733908060536	-10.69125331506191	-9.571937489991598	-15.624775914455467	-13.28652483033474	-13.317046129389592	-12.18025606499895	-10.65545743379715	-14.403608026119805	-2.9634552911394376	-6.125085357746357	-13.662438799763224	-17.223326470368967	-12.303554859877341	3.6811909086718018	-10.931965979435098	-10.036105915758622	-13.893356440980803	-13.818618416605492	-10.279765788241491	-12.091477036144672	-14.512224293294032	-14.533463704419312	-13.865537116000851
4300000	-1519.3066959123064	-653.4687924826487	-865.8379034296577	0.14989045458467132	-0.12592986237863124	-0.12592986237863124	5.762318396323947	0.13550119166551988	6.796323299691866	0.1485270335559512	0.1485270335559512	0.17678717468043528	6165.091603770255	10813.585765566866	1992.2080792888485	529.4973645438315	630.6237961943885	10788.699389740632	1363.7744423676515	1073.6842415615881	14760.68526735795	21840.651156906315	866.9567147267899	4299.23205858721	11132.71474628036	1140.8446453074926	1078.7991159014323	687.6000038023814	15029.486245292119	43323.84264169478	8673.406271566651	36637.15808606623	959.3845133421959	2802.857865323679	13353.70069191564	40971.09886709957	342.17120851294476	863.8534003802419	1642.8113816651467	988.8147118588657	173164.72724478456	17101.382086940997	6439.515127565298	2419.600518767203	1629.6268737779849	13022.713784323849	1436.7573691108778	1428.5981526256169	2190.619442470099	1302.237312740351	2156.3545944274665	469.5435346222916	7945.305211225837	12393.84657333974	1318.9148207488038	12572.013369418311	2850.276843259328	60.72712074131753	30452.25629859628	4095.7390485122583	26670.100083001074	-17.79931949744799	-20.184754705158195	-16.056100337199048	-17.11846075987638	-19.27224130883792	-18.96613837897494	-16.216636422491142	-6.757986515673817	-17.93378840813371	-17.211057181147925	-17.312233575865157	-19.736522781410024	-18.201880012839133	-18.74842160683191	-19.758958534546178	-12.213240182150509	-18.56057527015725	-17.797209579288797	-14.094041016855654	-16.511616817150042	-17.604710997137243	-19.622898670802762	-20.80984270357628	-17.940548525716885	-18.718524476232943	-19.48547001422502	-18.074139909446526	-15.430873570982719	-19.99872645806783	-19.39421471784693	-17.001038701426765	-16.39333801420469	-17.428050223920145	-17.12451524287772	-15.333211665796705	-15.58218184758341	-19.568385730789686	-19.26805290212234	-19.718406699739635	-11.00054855302933	-21.310380497513243	-14.000435173994404	-19.503121549141294	-20.327209721672176	-17.53119363420585	-17.124111508468058	-22.495384451706478	-19.91465948940237	-17.68254488599209
4400000	-1300.8562360698143	-592.4953506373113	-708.3608854325031	2.089446265619457	-0.32343827405224523	-0.32343827405224523	1.2563422330723144	0.1996281710121456	0.4984600344433926	0.12832574515157116	0.12832574515157114	0.8289982061506834	5781.661812481055	6622.738103070655	738.053904056952	428.6736208117557	417.2511194466934	5364.540552350424	213.78043408170265	550.0643880229749	6118.444327265834	12017.056918418242	303.15883482814235	2160.5149377805183	7155.563436118959	833.8055003433442	595.3117560455079	666.8205538210997	3196.9525287321308	16503.2281061948	2901.357146845284	10380.073348954082	1135.5312520068157	293.3064283872463	3422.531265516805	10791.593086962504	146.11450088166208	683.0075451971903	242.4511928045482	878.901832142495	55395.31141335066	5224.757534912676	2108.8077149506416	2681.60900968767	1380.7942626084196	4574.514108981437	373.693251260843	442.69376880936665	1007.9746117997202	503.15790468980055	1218.340423760143	273.9780669075158	5378.286230204156	5182.802095170792	306.8207366822033	3008.3379907097424	2333.19276289928	85.23125383114012	13818.30176317866	1012.9840970336461	15501.69557849783	-15.70273329982524	-15.850683758875586	-16.78052114594579	-15.560796529076654	-17.57351557771975	-16.113244772394562	-15.595235124013078	27.070987663579075	-13.804763496907942	-15.427932976690737	-17.428629932184876	-14.273084578840773	-19.2906060873402	-16.55511059896951	-14.22692202696203	-7.042453231761947	-15.493933746302107	-15.121143208128492	-13.948736869999431	-15.68420886035424	-17.450700708823355	-16.93806709889859	-11.354591691559893	-15.523217206556536	-13.371276629902844	-17.362513031763452	-15.857295475409993	-14.789193841585405	-16.101195059931833	-17.72454362377584	-17.402841429531243	-13.74740226337072	-14.943079880852117	-16.704345513072532	-11.508994293921617	-12.312116198959513	-20.171620549872582	-15.282303632240083	-19.200717634434668	-5.7936307256636255	-16.510512902318034	-14.418232797993422	-15.914270404447254	-14.246772160109389	-13.947511179709524	-13.496222616210398	-17.955580015843097	-17.229657402413494	-16.699211304617982
4500000	-1242.0293279623775	-594.9429979773807	-647.0863299849967	1.9421791261331196	-1.6430508475554342	-1.6430508475554342	3.8405436631807928	0.6016030220610817	0.8069373222970009	0.3452217101539528	0.3452217101539528	0.408071606759184	5140.654065842105	4256.101828382112	679.8930119676784	215.89736372785043	692.364905203153	8409.21077628476	1456.3028014414274	579.7638424172529	6160.638817733078	9534.888858814202	464.6907776727517	1842.684138525529	6469.041986286813	435.11103172997895	674.3181311227368	856.3917113830182	4957.125291442563	34309.95581229765	2770.124383422025	12673.905370229753	1753.2809283428724	214.9764641190517	4192.860111977994	6301.840285709492	497.4906018338699	474.03041393437536	272.5074022411941	1734.7642705362723	30662.393474090542	3480.732891169487	846.9165206664449	923.8388578328397	708.381750976874	20241.7564545971	576.6124387846988	244.86837152196946	576.3671081814703	681.490446331001	385.66380219787095	298.0280514623583	7223.9643763650065	3708.229443734401	418.2844056077619	1656.0869982306012	1609.6385169357407	140.1268931648274	20248.47961211135	3191.3030545935826	17548.337943265764	-14.380913891410867	-8.832627554284267	-13.95143906746961	-14.428653722650363	-18.021590923732198	-12.708855975471502	-17.112776117319015	35.952168970241125	-15.512302644093463	-17.45088818954394	-12.612723211774616	-11.676454883952221	-15.01439196681396	-13.176033452011495	-14.645733784761909	-6.807596938912633	-13.015705559132893	-16.951169543476926	-14.22611776218928	-16.420396323089673	-14.837983758664194	-14.222492583240207	-14.652632703181357	-12.355922778729639	-15.295247295768823	-14.293020752092161	-12.878739100336063	-11.603091845965404	-16.270360202564245	-15.200314977295113	-14.821503288710659	-15.362096766053575	-13.288673286228669	-17.58562464802241	-11.709525810094695	-13.614899029184517	-16.182665799178395	-15.065191770051213	-13.457500072636178	-1.275336129595381	-16.02393266396287	-12.271219420883853	-16.482502506464428	-15.738216324098111	-14.216163930825712	-15.229127922429429	-17.632621936170363	-19.99520736282615	-14.530312777893023
4600000	-1114.2347421172483	-614.395705964168	-499.8390361530803	3.559491149755795	-0.4986901295247222	-0.4986901295247222	5.234454292602969	0.11553168507087704	0.2847396145647404	0.027127342666602636	0.027127342666602643	0.19362632308401845	3917.758586261705	5090.918266929019	143.08490808120087	211.8514572308582	512.6285199830085	4001.984680094112	313.1606348389337	424.88418615667854	5287.357991391976	12148.470402623043	304.74802880486124	1524.674684285292	2635.596697805426	507.9094872834011	468.82158173514915	302.2170138601639	1469.2147685255375	59005.63084150732	3622.6937473269218	50035.55408868963	864.8320381296775	333.6544181045786	2586.4235714693395	4616.82836425651	287.4522760529404	274.51527939672576	575.3806097176064	589.1943374729722	21188.633175522136	2862.8120364799884	1282.597180054778	1425.0744374090011	830.4362468159304	2504.209259446963	593.5151363465138	569.2121690741636	289.16922939652073	557.1833037001868	823.8927445762307	273.75736921243737	2859.7264675852493	2092.7028615503336	323.8154576294929	1929.2371786973263	3747.1894724158633	127.41440314550171	8222.637328658739	1421.5751040313694	22484.63147190038	-12.864954425233257	-4.5491312401106025	-12.09308256747703	-14.69574263677398	-14.5278436494999	-10.246461075103479	-11.929190217558054	57.59316626729226	-8.537659187572485	-13.111043522691228	-13.65186241793152	-7.27669554065123	-8.991020609954592	-10.852484326105094	-13.062867624526683	0.1295166328753936	-12.04552226598328	-16.513869102744145	-13.082767674594628	-14.338157270769605	-14.360109881796504	-15.890630312483129	-8.280061634073858	-8.2211597921846	-9.880520991062003	-9.142985745265028	-11.905847902643591	-12.547112507604199	-13.420940478281343	-15.740926966140982	-12.780538890610373	-12.299093174229847	-11.742962391892284	-11.965845034919818	-4.950341711101956	-10.475155146928117	-13.38181202713471	-15.377666506401383	-13.925661065490372	5.525542488378516	-14.307284082530611	-10.001858871245862	-13.838779515947742	-12.521248707790672	-12.2416212730413	-13.969589211804973	-16.355470170317442	-17.515148741761134	-13.67653345166185
4700000	-1360.660653270229	-592.8286136576468	-767.8320396125823	1.802274322046665	-1.8529232666679636	-1.8529232666679636	2.7428668421973277	0.8333829764991648	1.816379277656339	1.2270414928224396	1.2270414928224396	1.1935007856944222	14569.908139397336	9881.326566992047	399.6581526118062	1499.5954050300766	322.43161237530416	5612.411376893256	705.6606584696981	538.7118339070754	11044.012355218938	19930.87707524061	279.1857394569088	2828.7219400780195	6450.179840205204	2149.6569503436463	840.6663478663522	1091.8382665608885	10182.488564591262	218753.52517099303	3755.0051855379243	91750.30779912263	1115.7659843677482	235.4751673802166	8537.981121498526	9499.234320180189	324.11370951383606	1097.2714062116047	754.123963188483	2280.4212489542642	20812.663999105425	4041.261465618488	1198.1833630980002	5407.963570476508	1078.63034251246	10542.738611910372	422.0677144632559	853.1332398309468	1738.012043933298	1049.8827514774625	1306.643087602304	540.9677046852483	3516.815862600243	12741.027930241373	401.36588628382293	659.9278046181372	3460.2147461565073	715.5311773727242	14984.637976788346	1102.1322522846142	8864.429964375493	-19.32583875660791	-19.414128899399692	-15.932556575521895	-17.148053051558854	-19.402153258149703	-15.969494226382055	-15.684828726208448	26.67964479216974	-15.494989193321866	-19.149631856738957	-16.487935600244015	-14.902072042760235	-20.094757436982192	-18.972105986072116	-18.491114861884622	-9.041460799282774	-16.962612182857445	-20.021852719923388	-14.632919633167626	-18.190444729134022	-18.158139114856667	-18.28376288735516	-16.458744002548286	-13.803350139805273	-14.035240802336732	-24.554058415126498	-16.59311916879128	-16.26521763832528	-15.834733498946528	-16.393003036695713	-16.627276205731494	-18.12199561019674	-14.01690117408291	-16.35284254989519	-10.18223637143522	-15.643352657821747	-19.84401975025216	-20.498626848563873	-16.744533194126273	-3.540600270583937	-14.941651024755974	-14.894440561114312	-17.48420136221505	-14.493570842614044	-16.157635830008566	-16.70620874821845	-17.890428873832036	-17.94759674635289	-16.725246541966076
4800000	-1145.766266945655	-622.4594295123018	-523.3068374333533	3.10775784618006	2.1438709034946295	2.1438709034946295	7.143949170336362	-0.4549942060837841	0.40577982006121605	-0.12177291981118166	-0.12177291981118163	0.17652217135769482	3327.3974226212267	6325.625974745857	282.47165445191376	350.2285098859694	272.244446744542	4322.222713775852	122.87527017436221	414.0045187845567	8257.121256710778	10876.989717327398	466.19339809998	1244.0924470332184	2986.555769409208	881.4049416603384	530.9369141256539	576.8237174179471	2246.538429417472	8771.937941988379	239.41929751703438	18329.45024545859	739.1578716472662	269.2762163685091	3800.020032196203	3377.8851698273847	629.175582827717	276.8360093037936	134.88941779349884	1439.4014425344576	48499.58272995583	2816.612927357963	3802.67530839763	1398.8727841567213	1501.426150732659	4708.824505629103	545.7674756798316	351.94046457977555	518.9280257163362	843.6686655135804	905.0907650381756	243.8134817697257	2874.1420305766064	2510.366202432593	299.85744635889796	1066.684555356844	1902.2492306637118	118.49733391139434	8977.220804992972	1309.2810795432895	26714.707541282125	-12.916284442497231	-8.420036542537993	-11.423476601584216	-15.831496722543411	-13.860580547813587	-11.263252810714736	-11.005930772555296	34.9915690408525	-12.538680648944412	-13.815782541074611	-9.516117159461434	-7.170134922660788	-10.850126476077463	-12.891391773584873	-12.91281610401977	3.120151663439586	-11.735977128122201	-15.077999233824187	-9.823368533844475	-12.711206602522287	-11.96095017808153	-14.009157121037708	-7.314511936336187	-9.897595192856855	-10.896504719969705	-8.68669408023262	-11.561113313638723	-13.48564484141786	-13.275773034696218	-14.906959710866419	-14.737057991449783	-11.216331605150389	-16.65664973552586	-13.872765251122425	-6.8543948668240855	-9.432172733560583	-15.795159720225396	-13.728940995797933	-15.43543216061858	3.8398192157685074	-13.230559291380656	-10.966865213531959	-15.30204751106571	-12.467552208494638	-10.473528548976525	-12.778868960452824	-13.405953090881592	-14.925966288208729	-14.218567486629484
4900000	-1233.0125920268838	-702.0216738193815	-530.9909182075024	2.2808551089995817	0.5276833406823058	0.5276833406823058	4.701503031243555	-0.1611410445002111	0.45012007239863916	-0.05052019788842944	-0.050520197888429444	0.2183681814030746	1464.697745932643	4076.3789350305115	402.3362326638972	234.48931310191256	342.8027849672485	3557.3292115561408	258.930643795845	426.498174440736	4033.3017492262875	7249.896286410148	305.95912778635443	1912.8230601844216	5249.964791271664	403.0694632806895	510.0927881104245	502.2447090689053	7359.400516351068	18676.345023518734	1698.8093056420223	59487.607313142995	518.0995117756089	159.0249354535118	3980.405466015338	4186.662696514863	205.1510756569275	399.57917188870937	144.10463437131168	289.1394264567403	14800.415829928705	2986.149055277713	1211.0003727272483	964.4672653490571	910.9427242948203	3291.333347196087	323.9064094471578	378.0838816836301	312.9496449445068	825.0874773965446	942.1632275847849	292.012504896494	2646.1396316758896	3321.6889974798	478.9220950529866	1815.7911231036726	1338.0854821609075	115.57652392814653	6607.016946562001	956.231987711257	16188.366240555555	-11.762477529398074	-7.829371528211604	-10.38842662404451	-14.655158469782764	-15.561172890292815	-12.341934424260817	-11.451245876584231	65.77120003494277	-8.95230641569151	-14.033580016579961	-12.833462519696738	-8.565546422673133	-11.14799762574032	-11.033977795728614	-18.320125975218243	-2.4461923594645043	-14.340379427877496	-13.273441213540163	-12.73136340894343	-17.5384855604958	-12.301573691582973	-15.214846636264635	-12.983475338581627	-12.92545465851974	-11.00726449908416	-11.06709299362937	-13.74713122476506	-10.825159032632513	-13.519864210593983	-17.778896603398646	-13.510999772920883	-12.43370234043984	-12.787297338055675	-13.438750520927321	-4.213522722322246	-12.079151542932326	-13.427302864023769	-14.14189321666877	-14.195896284471822	0.8490205530911314	-12.058601394997316	-13.338487584225934	-16.246215969197404	-14.98849026582017	-10.834389898289201	-14.152403099678423	-16.374116920824473	-14.624215769359544	-14.188296317103784
5000000	-1163.771639026481	-610.1357833845823	-553.6358556418985	3.0036275323615	-2.480802536004132	-2.480802536004132	6.9884889757043815	0.5414738862745555	0.4710355410183836	0.16721013208562793	0.16721013208562793	0.20244938850762229	2612.305187980339	3874.5253875965454	144.48584080791085	229.6811191876787	559.1717326197311	5037.165631556992	1012.2842150192677	490.04124577203373	7133.628081997886	14653.901261537309	318.44049268251285	1656.1428336743793	7188.127067397	525.5401194327517	701.6383256934334	525.4750880208425	1867.4124965683038	13844.718688681203	5034.4524168388825	27945.950599313866	724.3766297174947	234.9589464301423	3732.7026193083107	10663.71975658947	486.227538963578	537.9058585996229	270.5751184638524	402.4989615210518	6995.84441775973	2959.99547437258	654.7549144815549	2628.4342420740363	2263.7007289282033	3670.1359942935733	803.2655328009339	423.42092742777083	549.9779355071878	666.5430329853581	399.32405796429083	318.4534625942644	3124.4555848470004	2992.7448332307854	411.97822300477395	1171.1611327466549	3506.2223033850278	446.0243648663761	5270.0573585369775	848.0690854355834	7925.678148116491	-12.48539561007916	-12.30794909744098	-10.882731048191058	-12.49980405021364	-16.840693721562875	-15.063306687610195	-12.60847955121524	54.19793836324645	-13.02646200893285	-16.568698304395557	-13.24958868381728	-6.940373922974397	-10.885310368224998	-11.160758764526554	-13.81482118644185	-2.0435950181680376	-14.237904107111707	-11.531810121699301	-13.842779915035576	-15.848904326096216	-15.106934478105844	-15.722767428181939	-8.294241443177626	-13.446294023361512	-12.144995887327502	-13.220278719842863	-11.000722290240724	-11.508283929630537	-13.310709857377827	-14.478833647919497	-13.784763007702697	-14.573423250256374	-14.195775925775823	-13.011157540552505	-8.821620122854865	-11.608272992852774	-14.670907659654123	-15.42989163496933	-12.967583705971855	0.04373126555586637	-12.260313996170382	-12.922886050339503	-13.929052928067584	-14.893857451506562	-12.26353626213585	-16.1667422282834	-13.920336922860304	-15.78724165709548	-12.596733734748067
5100000	-1058.4069832558857	-583.2275649395774	-475.1794183163083	6.136422753798039	1.1912477254149005	1.1912477254149005	5.659812763554555	-0.20213588323943632	0.16990346425464609	-0.03576039063284255	-0.03576039063284255	0.18421094964748164	1544.912874780365	4281.401208314473	140.80069757389353	193.15606317014743	239.90338792035527	3573.731253339489	714.8051771137712	401.17924471848875	3279.06626757951	6114.508657374537	285.7259872443371	1191.2291894936545	6872.2113817753725	344.25409296865075	375.38945712781424	402.6857871300645	4899.469678175604	11292.484628349735	1911.84683219322	18312.04338567985	785.1024273296597	143.80484253454102	2948.654877276375	5638.515834275598	283.69145508273897	272.2740227653433	99.7146999238949	973.1603724014719	14810.849253226392	2941.265190284448	2168.6151536431926	1317.149508963525	986.7381055253518	2324.120555049187	262.65237127438365	388.5073454673636	453.21443673405497	584.5997163892913	611.6913131465876	208.159629396584	2466.7736189588572	3214.285012228315	315.6918243212532	2056.544710405059	2682.771294857652	116.36367938628158	4345.9144208834205	1037.6016693441143	19785.10742304745	-12.807300247929282	-5.00419369184047	-10.313511078062282	-11.095757429320885	-13.784665578484478	-12.772412122979578	-13.394300220399382	50.15942851065674	-9.168234247134823	-12.479770446509988	-7.840490769777297	-6.993085084549197	-14.423577081859115	-8.674739552412156	-10.065333428864793	0.06629929207097796	-10.709548840342649	-11.775595007562725	-10.559905356063153	-13.4144663583908	-11.798510021012751	-13.90503269898268	-6.371915248323214	-14.220469507387058	-10.958515685338995	-12.13603378107835	-12.450658997514642	-10.374330683980865	-15.514691716869603	-11.547614919808147	-14.997440074401965	-11.012539920945674	-11.212910178614766	-11.693638037554129	-4.24827366108693	-10.603336118060891	-13.041011647283334	-14.53907665378314	-14.646262239441599	5.784307906002169	-11.10635711350731	-10.442814366016247	-12.517144530953168	-12.015230100143302	-11.100032127820112	-13.243568795533971	-11.878744077181839	-14.765646070351174	-13.570768509579162
5200000	-1195.7908685552563	-619.3131506691602	-576.4777178860961	6.169983171847489	-2.954810850647151	-2.954810850647151	2.913656397431673	0.6968968924987904	0.31511579843301196	0.3195667070561086	0.3195667070561087	0.6672918519935271	11494.948542579348	5244.496877506882	447.1803676068623	607.2048306932091	439.91243387961777	3299.2941292269493	362.34367611119876	493.4325638735771	4694.425263081856	18772.975088721567	473.95708979854516	1764.2260681618518	5516.050411834644	528.9274188504534	502.3742286246986	436.41077279811674	1066.3567728221255	12833.180735989978	2416.6442701960277	26418.05611198262	1251.4832892833356	206.08561801058832	3317.76584811463	4831.580622394677	380.6884088866144	590.0042576999252	122.828823103759	601.0386037261658	42386.09240331638	3105.875215855905	1831.6367691695316	2986.5272918200912	2048.2373958891144	3627.9079803581044	238.9641340407539	661.3956032148121	407.6678818505398	732.828066687017	273.2258711481832	361.8790298930144	3702.9786210139746	4653.9031094528245	542.6708790772536	3847.1044313962834	1545.3189667941108	133.1742826056687	9886.886865867285	537.7982438429455	11092.066327903949	-15.27987244606944	-13.06094814756699	-14.169428745404725	-15.24496697674002	-15.819060781812896	-12.81311587628252	-13.03912918669534	53.27296806168759	-9.944333049858194	-14.812543149531374	-14.084348705359123	-7.126962010423301	-13.78579101206952	-12.26937435734746	-12.738901903063628	-0.8574848740645002	-12.966276055084728	-12.886278048739022	-11.226481373953474	-15.50933475134753	-17.560755088143573	-12.894610201296278	-11.047274109991413	-15.348869768934676	-18.05994997331351	-10.897534525398939	-13.735134077304856	-13.428637729689328	-16.244978991984965	-14.048892634015248	-12.73579540403408	-13.800084434102503	-18.321963361512474	-13.966129609105394	-4.1193349377943544	-9.536001846316175	-15.768914003495363	-13.781879463381621	-13.741700531252073	-2.8557189240771628	-15.778489142553775	-15.002434004773793	-17.60320990944606	-13.283987770754369	-12.554492771035228	-13.052716306807824	-14.679736318028949	-14.598788436425345	-13.668040221400414
5300000	-1167.2395675475798	-623.5422038973974	-543.6973636501824	4.101479363363503	0.3131637199196656	0.3131637199196656	2.56800563767111	-0.0964946402694179	0.2461060119456142	-0.030012190419245837	-0.030012190419245837	0.39306717804172675	2647.8581625557244	5094.191021910692	269.5760727382471	487.17636151170143	423.53401672508124	3751.7335086174667	1008.0858722829852	476.39306055923106	5580.218409374217	6870.137897506001	473.7303307396613	1494.7323084735988	3802.4107588374636	321.98707142136004	1088.777485575886	364.616367240123	1767.4342814757845	14418.478900709679	615.0552548984673	37066.76748725864	477.27573388556954	178.51968745182617	3359.1462338236784	6544.155622695902	332.360632356562	363.5487927094604	173.91778522048753	617.7713183412324	19996.866981585277	5035.445306041336	1558.8411318451658	2078.2304631627776	1233.8504800103929	3497.969383525789	329.5741431579247	682.1100646906659	379.30795596021056	1320.3337451596867	356.13624884955027	270.52420651666785	3554.0531237566947	4311.554716637656	327.1462406339447	3436.401318800838	944.5401040036086	211.58910472651172	7198.374503817732	760.2275704670155	7519.381669008396	-12.901700378600022	-4.59464092383209	-12.226079953349716	-17.899422454988873	-14.484915713196305	-10.308957789127408	-13.882946752385655	51.961873466869406	-11.565513113979414	-15.196719877796326	-10.803425632094104	-8.937985583164874	-11.391675042601516	-11.129319021527367	-17.19201772261505	-1.4322011920604112	-15.335596981450093	-13.596529004377228	-10.727944488527807	-15.194375460592315	-13.884746564296567	-13.447724524926617	-10.562134692943365	-16.83109265144113	-12.80636941586311	-12.33462351959685	-11.466698048426995	-12.150827034240251	-14.484616181056577	-15.57326136194147	-16.311187432544994	-14.066710442392338	-12.235029065001573	-13.768821863170567	-4.494230888901507	-11.838953749664235	-14.63785073532403	-15.270403339491047	-13.340529195040137	3.3356914057363767	-12.213945647466705	-11.683936761873746	-14.070341146511955	-13.995272116435409	-12.837541764072625	-13.708059968770371	-15.18446489944252	-13.898948897033051	-13.09463952865173
5400000	-1115.2251467171254	-621.8628590154665	-493.36228770165883	3.9372070763364695	-2.751794390335248	-2.751794390335248	9.377907866001202	0.4528651193389517	0.319515582488563	0.09375664594704967	0.09375664594704967	0.13414495326132456	2195.797897247204	5353.429105707352	202.5064836927411	148.80755582437598	519.1129426041861	3410.9216065451183	277.2637507730154	436.3883030732578	3583.141631355864	9961.876452379942	435.76731967656286	1273.6144819014178	5729.375045949611	673.545942011181	694.3819269003067	457.6765205244687	1411.9578569353066	14954.732803488843	651.0156645014226	15431.384621112235	782.2085709023916	266.51587832859997	3542.5984713535404	4668.7032655966095	264.3950849381038	347.0957777996154	117.01729979574476	574.3482974865957	6996.110752991303	3253.0717514127036	1960.5899702272022	835.126927761982	1403.5948835120587	4291.811096305752	255.30886854334267	293.6957021953186	484.7711813806105	523.6668289524656	738.6420579617408	152.4279318364203	4259.152095128886	685.3457858041984	330.2480138064657	2360.22430717311	804.9932865256148	134.9042763744283	4661.448527953122	488.71873042117255	7470.035623725977	-12.30753333850154	-12.963664445336175	-10.871554226098251	-12.153515598059576	-14.972179316819647	-9.148805615468419	-12.96913706480709	32.69323868535547	-10.753925931210151	-16.216610936712527	-9.754419874931852	-9.039903889673976	-9.117554379501199	-10.926076762561506	-11.652267411526676	-0.5482203275073587	-12.246308026005877	-11.608917187731262	-11.479848699984625	-12.157440305416902	-12.831061229008231	-13.461197866454965	-13.219683514214418	-10.400783808504638	-11.144215764959634	-7.129509394782528	-10.761122164403254	-9.201173766103821	-12.135017571105035	-12.68597145358134	-12.054232184192518	-11.354858949819008	-11.027469580688056	-11.303660082534472	-1.064965339477471	-10.462239905623168	-13.997627404899365	-14.035897704375742	-12.854543385471498	8.095648159222758	-13.43478148636857	-8.833195161056693	-14.271065846515533	-14.143119041687823	-11.753381657789166	-11.137650875783553	-12.139065888536663	-13.861838313902092	-12.563961866543192
